ROUTE,TOTAL_FLIGHTS,TOTAL_CANCELLED,TOTAL_ARRIVED,DELAYED_FLIGHTS_W,ARR_DELAY_MIN_W,CANCEL_RATE,DELAY_RATE,AVG_ARR_DELAY_MIN
ATL-PIT,2765,15.0,2747.0,446.0,25713.0,0.0054249547920434,0.16235893702220605,9.360393156170367
ATL-PNS,2372,23.0,2345.0,379.0,32285.0,0.0096964586846543,0.16162046908315564,13.767590618336888
ATL-PSP,143,1.0,139.0,28.0,1732.0,0.006993006993006993,0.2014388489208633,12.46043165467626
ATL-PVD,997,10.0,986.0,177.0,12751.0,0.010030090270812437,0.1795131845841785,12.932048681541582
ATL-PWM,521,6.0,513.0,74.0,4564.0,0.011516314779270634,0.1442495126705653,8.896686159844055
ATL-RDU,4480,22.0,4453.0,890.0,53499.0,0.004910714285714286,0.19986525937570176,12.014147765551314
ATL-RIC,3414,21.0,3390.0,663.0,42806.0,0.006151142355008787,0.19557522123893806,12.627138643067847
ATL-ROA,1076,12.0,1059.0,138.0,10089.0,0.011152416356877323,0.13031161473087818,9.526912181303116
ATL-ROC,998,10.0,986.0,187.0,13973.0,0.01002004008016032,0.1896551724137931,14.171399594320487
ATL-RSW,3132,27.0,3099.0,586.0,35158.0,0.008620689655172414,0.18909325588899645,11.344949983865764
ATL-SAN,2172,11.0,2151.0,497.0,29099.0,0.0050644567219152855,0.2310553231055323,13.528126452812645
ATL-SAT,3149,26.0,3123.0,600.0,37113.0,0.00825658939345824,0.19212295869356388,11.883765609990395
ATL-SAV,2539,28.0,2506.0,406.0,27106.0,0.011027963765261915,0.16201117318435754,10.816440542697526
ATL-SBN,915,2.0,911.0,146.0,13211.0,0.002185792349726776,0.1602634467618002,14.501646542261252
ATL-SCE,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ATL-SDF,2982,22.0,2955.0,409.0,25375.0,0.007377598926894702,0.13840947546531304,8.587140439932318
ATL-SEA,3525,18.0,3498.0,595.0,39565.0,0.005106382978723404,0.1700971983990852,11.310748999428245
ATL-SFO,3279,35.0,3241.0,735.0,52193.0,0.010673985971332723,0.2267818574514039,16.10398025300833
ATL-SGF,1031,3.0,1025.0,161.0,10450.0,0.002909796314258002,0.15707317073170732,10.195121951219512
ATL-SHV,1023,5.0,1017.0,145.0,12166.0,0.004887585532746823,0.14257620452310718,11.962635201573255
ATL-SJC,784,2.0,781.0,113.0,6526.0,0.002551020408163265,0.1446862996158771,8.35595390524968
ATL-SJU,1916,14.0,1901.0,427.0,32023.0,0.007306889352818371,0.22461862177801156,16.845344555497107
ATL-SLC,3012,16.0,2992.0,445.0,26825.0,0.005312084993359893,0.14872994652406418,8.96557486631016
ATL-SMF,930,6.0,923.0,137.0,8231.0,0.0064516129032258064,0.14842903575297942,8.91765980498375
ATL-SNA,1060,6.0,1046.0,195.0,10455.0,0.005660377358490566,0.1864244741873805,9.995219885277246
ATL-SRQ,2781,17.0,2758.0,479.0,28942.0,0.006112909025530385,0.17367657722987673,10.493836113125454
ATL-STL,3456,23.0,3429.0,611.0,37041.0,0.006655092592592593,0.17818606007582385,10.802274715660543
ATL-STT,557,0.0,555.0,76.0,4144.0,0.0,0.13693693693693693,7.466666666666667
ATL-STX,106,1.0,105.0,15.0,915.0,0.009433962264150943,0.14285714285714285,8.714285714285714
ATL-SYR,996,8.0,988.0,202.0,13734.0,0.008032128514056224,0.20445344129554655,13.90080971659919
ATL-TLH,1830,14.0,1809.0,237.0,16165.0,0.007650273224043716,0.1310116086235489,8.935876174682145
ATL-TPA,6698,75.0,6615.0,1546.0,102767.0,0.011197372349955211,0.23371126228269085,15.535449735449735
ATL-TRI,1344,2.0,1340.0,138.0,10495.0,0.001488095238095238,0.10298507462686567,7.832089552238806
ATL-TTN,316,11.0,302.0,123.0,10430.0,0.03481012658227848,0.40728476821192056,34.5364238410596
ATL-TUL,1454,6.0,1446.0,166.0,10613.0,0.0041265474552957355,0.11479944674965421,7.3395573997233745
ATL-TUS,799,2.0,794.0,126.0,7276.0,0.0025031289111389237,0.15869017632241814,9.163727959697733
ATL-TVC,27,0.0,27.0,2.0,136.0,0.0,0.07407407407407407,5.037037037037037
ATL-TYS,2480,13.0,2461.0,378.0,25727.0,0.005241935483870968,0.15359609914668834,10.45388053636733
ATL-VLD,819,3.0,814.0,93.0,7500.0,0.003663003663003663,0.11425061425061425,9.213759213759214
ATL-VPS,1913,21.0,1881.0,312.0,21895.0,0.01097752221641401,0.16586921850079744,11.640085061137693
ATL-XNA,1460,5.0,1450.0,136.0,9165.0,0.003424657534246575,0.09379310344827586,6.320689655172414
ATW-ATL,367,3.0,362.0,43.0,8050.0,0.008174386920980926,0.11878453038674033,22.23756906077348
ATW-AZA,192,1.0,189.0,68.0,3676.0,0.005208333333333333,0.35978835978835977,19.44973544973545
ATW-BNA,145,0.0,145.0,40.0,3133.0,0.0,0.27586206896551724,21.606896551724137
ATW-CLT,150,1.0,148.0,17.0,1223.0,0.006666666666666667,0.11486486486486487,8.263513513513514
ATW-DEN,444,6.0,437.0,101.0,9515.0,0.013513513513513514,0.2311212814645309,21.773455377574372
ATW-DTW,731,8.0,723.0,108.0,12572.0,0.01094391244870041,0.14937759336099585,17.38865836791148
ATW-FLL,56,1.0,55.0,30.0,2835.0,0.017857142857142856,0.5454545454545454,51.54545454545455
ATW-LAS,146,2.0,144.0,39.0,3567.0,0.0136986301369863,0.2708333333333333,24.770833333333332
ATW-MSP,827,7.0,820.0,94.0,10424.0,0.008464328899637243,0.11463414634146342,12.71219512195122
ATW-ORD,1296,17.0,1278.0,244.0,19455.0,0.013117283950617283,0.19092331768388107,15.22300469483568
ATW-PDX,24,0.0,24.0,0.0,36.0,0.0,0.0,1.5
ATW-PGD,140,2.0,138.0,46.0,4748.0,0.014285714285714285,0.3333333333333333,34.405797101449274
ATW-PIE,137,2.0,135.0,34.0,3254.0,0.014598540145985401,0.2518518518518518,24.103703703703705
ATW-SAV,45,0.0,45.0,8.0,581.0,0.0,0.17777777777777778,12.911111111111111
ATW-SFB,151,2.0,149.0,46.0,6408.0,0.013245033112582781,0.3087248322147651,43.006711409395976
ATW-SRQ,65,0.0,65.0,22.0,1239.0,0.0,0.3384615384615385,19.06153846153846
AUS-ABQ,1250,11.0,1239.0,220.0,11960.0,0.0088,0.17756255044390637,9.652945924132364
AUS-AGS,3,0.0,3.0,1.0,22.0,0.0,0.3333333333333333,7.333333333333333
AUS-AMA,318,2.0,316.0,68.0,3819.0,0.006289308176100629,0.21518987341772153,12.085443037974683
AUS-ASE,206,4.0,200.0,51.0,6703.0,0.019417475728155338,0.255,33.515
AUS-ATL,4192,36.0,4151.0,534.0,35017.0,0.008587786259541985,0.12864370031317754,8.435798602746326
AUS-AVL,104,0.0,104.0,29.0,2736.0,0.0,0.27884615384615385,26.307692307692307
AUS-BHM,4,0.0,4.0,1.0,22.0,0.0,0.25,5.5
AUS-BNA,2690,30.0,2657.0,491.0,30563.0,0.011152416356877323,0.18479488144523898,11.502822732404969
AUS-BOS,1877,27.0,1843.0,407.0,44022.0,0.014384656366542355,0.22083559413998916,23.886055344546936
AUS-BUR,356,2.0,353.0,78.0,3770.0,0.0056179775280898875,0.22096317280453256,10.679886685552407
AUS-BWI,1530,17.0,1508.0,270.0,17652.0,0.011111111111111112,0.17904509283819628,11.705570291777189
AUS-BZN,37,0.0,37.0,9.0,394.0,0.0,0.24324324324324326,10.64864864864865
AUS-CHS,149,0.0,149.0,34.0,1720.0,0.0,0.22818791946308725,11.543624161073826
AUS-CLT,1914,12.0,1901.0,351.0,37221.0,0.006269592476489028,0.1846396633350868,19.57969489742241
AUS-CMH,355,4.0,350.0,56.0,2846.0,0.011267605633802818,0.16,8.131428571428572
AUS-CVG,720,5.0,714.0,125.0,8708.0,0.006944444444444444,0.17507002801120447,12.196078431372548
AUS-DAL,2956,65.0,2888.0,461.0,29952.0,0.02198917456021651,0.15962603878116344,10.371191135734072
AUS-DCA,365,5.0,353.0,61.0,3236.0,0.0136986301369863,0.17280453257790368,9.167138810198301
AUS-DEN,4450,70.0,4358.0,872.0,56590.0,0.015730337078651686,0.20009178522257917,12.985314364387333
AUS-DFW,4850,89.0,4755.0,1027.0,118951.0,0.018350515463917527,0.2159831756046267,25.015983175604628
AUS-DSM,107,0.0,105.0,35.0,3110.0,0.0,0.3333333333333333,29.61904761904762
AUS-DTW,1477,15.0,1460.0,220.0,25140.0,0.010155721056194989,0.1506849315068493,17.21917808219178
AUS-ECP,133,0.0,133.0,28.0,1659.0,0.0,0.21052631578947367,12.473684210526315
AUS-EGE,62,2.0,58.0,22.0,2252.0,0.03225806451612903,0.3793103448275862,38.827586206896555
AUS-ELP,1958,20.0,1937.0,436.0,24273.0,0.010214504596527068,0.22509034589571503,12.531233866804337
AUS-EWR,2176,75.0,2089.0,426.0,37192.0,0.034466911764705885,0.20392532312111059,17.80373384394447
AUS-FLL,1254,24.0,1224.0,365.0,28146.0,0.019138755980861243,0.29820261437908496,22.995098039215687
AUS-FSD,54,1.0,53.0,8.0,713.0,0.018518518518518517,0.1509433962264151,13.452830188679245
AUS-GRR,86,0.0,86.0,12.0,741.0,0.0,0.13953488372093023,8.616279069767442
AUS-HNL,171,0.0,171.0,81.0,7891.0,0.0,0.47368421052631576,46.146198830409354
AUS-HOU,1757,22.0,1733.0,301.0,16842.0,0.012521343198634035,0.1736872475476053,9.718407386035777
AUS-HRL,620,6.0,611.0,75.0,4119.0,0.00967741935483871,0.12274959083469722,6.741407528641571
AUS-IAD,1250,11.0,1235.0,182.0,11845.0,0.0088,0.14736842105263157,9.591093117408906
AUS-IAH,2308,54.0,2253.0,518.0,42534.0,0.02339688041594454,0.22991566799822458,18.878828229027963
AUS-IND,1021,7.0,1011.0,189.0,11472.0,0.0068560235063663075,0.18694362017804153,11.347181008902076
AUS-JAX,460,2.0,457.0,122.0,8413.0,0.004347826086956522,0.26695842450765866,18.409190371991247
AUS-JFK,2672,51.0,2611.0,596.0,56879.0,0.01908682634730539,0.22826503255457678,21.78437380314056
AUS-LAS,3373,46.0,3323.0,782.0,58095.0,0.013637711236288172,0.23532952151670178,17.48269635871201
AUS-LAX,4365,53.0,4310.0,829.0,72362.0,0.012142038946162658,0.1923433874709977,16.789327146171694
AUS-LBB,329,2.0,327.0,112.0,6313.0,0.0060790273556231,0.3425076452599388,19.30581039755352
AUS-LGB,638,5.0,633.0,144.0,6635.0,0.007836990595611285,0.22748815165876776,10.481832543443918
AUS-MAF,316,3.0,313.0,90.0,5211.0,0.00949367088607595,0.28753993610223644,16.64856230031949
AUS-MCI,990,9.0,980.0,215.0,17154.0,0.00909090909090909,0.2193877551020408,17.50408163265306
AUS-MCO,3043,42.0,2995.0,756.0,61819.0,0.013802168912257641,0.25242070116861437,20.640734557595994
AUS-MDW,1615,25.0,1584.0,265.0,15644.0,0.015479876160990712,0.1672979797979798,9.876262626262626
AUS-MEM,318,4.0,314.0,100.0,5736.0,0.012578616352201259,0.3184713375796178,18.26751592356688
AUS-MIA,1923,19.0,1895.0,455.0,33846.0,0.009880395215808632,0.24010554089709762,17.860686015831135
AUS-MSN,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
AUS-MSP,1484,16.0,1466.0,208.0,21763.0,0.01078167115902965,0.14188267394270124,14.845156889495225
AUS-MSY,2459,22.0,2434.0,525.0,33974.0,0.008946726311508743,0.21569433032046015,13.95809367296631
AUS-MTJ,14,0.0,14.0,1.0,65.0,0.0,0.07142857142857142,4.642857142857143
AUS-OAK,372,1.0,371.0,93.0,5217.0,0.002688172043010753,0.25067385444743934,14.06199460916442
AUS-OKC,731,8.0,723.0,193.0,23884.0,0.01094391244870041,0.2669432918395574,33.034578146611345
AUS-OMA,58,0.0,58.0,5.0,506.0,0.0,0.08620689655172414,8.724137931034482
AUS-ONT,356,3.0,353.0,112.0,5802.0,0.008426966292134831,0.31728045325779036,16.43626062322946
AUS-ORD,3327,45.0,3274.0,544.0,43695.0,0.013525698827772768,0.16615760537568725,13.346059865607819
AUS-PDX,358,5.0,353.0,39.0,2373.0,0.013966480446927373,0.11048158640226628,6.722379603399434
AUS-PHL,848,5.0,842.0,190.0,24203.0,0.00589622641509434,0.22565320665083136,28.744655581947743
AUS-PHX,3290,36.0,3248.0,584.0,48311.0,0.01094224924012158,0.17980295566502463,14.874076354679802
AUS-PIT,119,0.0,119.0,24.0,1142.0,0.0,0.20168067226890757,9.596638655462185
AUS-PNS,24,0.0,24.0,2.0,98.0,0.0,0.08333333333333333,4.083333333333333
AUS-PSP,174,3.0,171.0,40.0,2161.0,0.017241379310344827,0.23391812865497075,12.637426900584796
AUS-PVU,102,1.0,100.0,22.0,1696.0,0.00980392156862745,0.22,16.96
AUS-RDU,1561,8.0,1552.0,310.0,22262.0,0.005124919923126201,0.19974226804123713,14.344072164948454
AUS-RNO,311,2.0,304.0,57.0,2886.0,0.006430868167202572,0.1875,9.493421052631579
AUS-RSW,103,0.0,103.0,39.0,2224.0,0.0,0.3786407766990291,21.59223300970874
AUS-SAF,8,0.0,8.0,3.0,1686.0,0.0,0.375,210.75
AUS-SAN,2098,28.0,2067.0,491.0,28740.0,0.01334604385128694,0.23754233188195453,13.90420899854862
AUS-SDF,60,0.0,60.0,7.0,615.0,0.0,0.11666666666666667,10.25
AUS-SEA,2025,16.0,2002.0,259.0,17645.0,0.007901234567901235,0.12937062937062938,8.813686313686313
AUS-SFB,31,0.0,31.0,5.0,569.0,0.0,0.16129032258064516,18.35483870967742
AUS-SFO,2028,22.0,2002.0,338.0,28081.0,0.010848126232741617,0.16883116883116883,14.026473526473527
AUS-SJC,1576,14.0,1562.0,332.0,19323.0,0.008883248730964468,0.21254801536491677,12.370678617157491
AUS-SLC,1575,13.0,1561.0,227.0,22269.0,0.008253968253968255,0.14541960281870595,14.265855221012172
AUS-SMF,678,2.0,676.0,191.0,9079.0,0.0029498525073746312,0.28254437869822485,13.430473372781066
AUS-SNA,845,8.0,835.0,185.0,11438.0,0.009467455621301775,0.2215568862275449,13.698203592814371
AUS-SRQ,65,1.0,64.0,11.0,1378.0,0.015384615384615385,0.171875,21.53125
AUS-STL,1096,15.0,1081.0,173.0,8993.0,0.013686131386861315,0.16003700277520813,8.319148936170214
AUS-TPA,1406,13.0,1389.0,356.0,26316.0,0.009246088193456615,0.25629949604031677,18.946004319654428
AUS-TUL,633,8.0,623.0,154.0,11191.0,0.01263823064770932,0.24719101123595505,17.963081861958266
AUS-TYS,90,0.0,90.0,18.0,1906.0,0.0,0.2,21.177777777777777
AUS-VPS,104,2.0,101.0,35.0,2777.0,0.019230769230769232,0.3465346534653465,27.495049504950494
AVL-ATL,2101,13.0,2086.0,270.0,22807.0,0.006187529747739172,0.12943432406519656,10.933365292425695
AVL-AUS,104,0.0,104.0,23.0,2041.0,0.0,0.22115384615384615,19.625
AVL-BOS,210,1.0,206.0,37.0,4565.0,0.004761904761904762,0.1796116504854369,22.160194174757283
AVL-BWI,88,2.0,86.0,10.0,695.0,0.022727272727272728,0.11627906976744186,8.081395348837209
AVL-CLT,2110,15.0,2094.0,459.0,36301.0,0.0071090047393364926,0.2191977077363897,17.335721107927412
AVL-DCA,486,8.0,474.0,107.0,9316.0,0.01646090534979424,0.22573839662447256,19.654008438818565
AVL-DEN,219,0.0,218.0,46.0,4197.0,0.0,0.21100917431192662,19.25229357798165
AVL-DFW,601,5.0,594.0,159.0,18229.0,0.008319467554076539,0.2676767676767677,30.688552188552187
AVL-EWR,590,15.0,575.0,49.0,3899.0,0.025423728813559324,0.08521739130434783,6.780869565217391
AVL-EYW,105,3.0,102.0,19.0,1114.0,0.02857142857142857,0.18627450980392157,10.92156862745098
AVL-FLL,635,11.0,618.0,240.0,24237.0,0.01732283464566929,0.3883495145631068,39.21844660194175
AVL-HOU,80,0.0,80.0,14.0,777.0,0.0,0.175,9.7125
AVL-LAS,104,0.0,104.0,31.0,2534.0,0.0,0.2980769230769231,24.365384615384617
AVL-LGA,1028,35.0,987.0,170.0,17220.0,0.03404669260700389,0.17223910840932116,17.4468085106383
AVL-MDW,88,0.0,88.0,19.0,1249.0,0.0,0.2159090909090909,14.193181818181818
AVL-MIA,145,2.0,142.0,86.0,6831.0,0.013793103448275862,0.6056338028169014,48.105633802816904
AVL-MSP,203,1.0,202.0,54.0,5159.0,0.0049261083743842365,0.26732673267326734,25.53960396039604
AVL-ORD,848,11.0,836.0,153.0,13366.0,0.012971698113207548,0.18301435406698566,15.988038277511961
AVL-PBI,115,1.0,113.0,36.0,2786.0,0.008695652173913044,0.3185840707964602,24.654867256637168
AVL-PGD,225,0.0,225.0,55.0,4696.0,0.0,0.24444444444444444,20.871111111111112
AVL-PHL,20,0.0,20.0,5.0,167.0,0.0,0.25,8.35
AVL-PHX,63,1.0,62.0,23.0,928.0,0.015873015873015872,0.3709677419354839,14.96774193548387
AVL-PIE,430,2.0,428.0,98.0,7881.0,0.004651162790697674,0.22897196261682243,18.41355140186916
AVL-SFB,489,0.0,488.0,113.0,9396.0,0.0,0.23155737704918034,19.25409836065574
AVL-SRQ,113,0.0,113.0,24.0,1720.0,0.0,0.21238938053097345,15.221238938053098
AVL-VPS,11,0.0,11.0,4.0,108.0,0.0,0.36363636363636365,9.818181818181818
AVP-CLT,1063,9.0,1053.0,154.0,20889.0,0.008466603951081843,0.1462488129154796,19.837606837606838
AVP-EWR,145,8.0,137.0,16.0,1471.0,0.05517241379310345,0.11678832116788321,10.737226277372264
AVP-ORD,835,10.0,819.0,203.0,18971.0,0.011976047904191617,0.24786324786324787,23.163614163614163
AZA-ATW,192,0.0,191.0,74.0,6765.0,0.0,0.387434554973822,35.41884816753927
AZA-BIL,142,0.0,141.0,22.0,1219.0,0.0,0.15602836879432624,8.645390070921986
AZA-BIS,193,1.0,192.0,20.0,1127.0,0.0051813471502590676,0.10416666666666667,5.869791666666667
AZA-BLI,122,0.0,122.0,24.0,1056.0,0.0,0.19672131147540983,8.655737704918034
AZA-BLV,1,0.0,1.0,1.0,18.0,0.0,1.0,18.0
AZA-BOI,98,0.0,98.0,19.0,1440.0,0.0,0.19387755102040816,14.693877551020408
AZA-BZN,126,1.0,125.0,17.0,1254.0,0.007936507936507936,0.136,10.032
AZA-CID,194,0.0,193.0,20.0,1015.0,0.0,0.10362694300518134,5.259067357512953
AZA-CVG,105,1.0,104.0,17.0,902.0,0.009523809523809525,0.16346153846153846,8.673076923076923
AZA-DSM,170,2.0,168.0,48.0,2785.0,0.011764705882352941,0.2857142857142857,16.577380952380953
AZA-EUG,119,0.0,118.0,13.0,753.0,0.0,0.11016949152542373,6.38135593220339
AZA-FAR,279,1.0,277.0,20.0,1018.0,0.0035842293906810036,0.07220216606498195,3.675090252707581
AZA-FCA,67,0.0,66.0,13.0,984.0,0.0,0.19696969696969696,14.909090909090908
AZA-FNT,103,0.0,103.0,22.0,2292.0,0.0,0.21359223300970873,22.25242718446602
AZA-FSD,297,4.0,292.0,35.0,2085.0,0.013468013468013467,0.11986301369863013,7.140410958904109
AZA-FWA,68,1.0,66.0,8.0,338.0,0.014705882352941176,0.12121212121212122,5.121212121212121
AZA-GEG,104,1.0,103.0,12.0,828.0,0.009615384615384616,0.11650485436893204,8.03883495145631
AZA-GFK,61,1.0,60.0,5.0,317.0,0.01639344262295082,0.08333333333333333,5.283333333333333
AZA-GJT,26,0.0,26.0,2.0,220.0,0.0,0.07692307692307693,8.461538461538462
AZA-GRI,106,0.0,105.0,21.0,1687.0,0.0,0.2,16.066666666666666
AZA-GRR,184,0.0,184.0,32.0,1677.0,0.0,0.17391304347826086,9.11413043478261
AZA-GTF,65,0.0,65.0,7.0,456.0,0.0,0.1076923076923077,7.015384615384615
AZA-HOU,99,0.0,99.0,18.0,985.0,0.0,0.18181818181818182,9.94949494949495
AZA-ICT,107,0.0,107.0,14.0,898.0,0.0,0.1308411214953271,8.392523364485982
AZA-IDA,190,1.0,188.0,31.0,1679.0,0.005263157894736842,0.16489361702127658,8.930851063829786
AZA-LAS,56,0.0,56.0,25.0,4191.0,0.0,0.44642857142857145,74.83928571428571
AZA-MFR,20,0.0,20.0,1.0,39.0,0.0,0.05,1.95
AZA-MLI,64,0.0,63.0,3.0,165.0,0.0,0.047619047619047616,2.619047619047619
AZA-MOT,80,1.0,79.0,7.0,415.0,0.0125,0.08860759493670886,5.253164556962025
AZA-MSO,120,0.0,119.0,16.0,1075.0,0.0,0.13445378151260504,9.033613445378151
AZA-MSP,66,0.0,66.0,5.0,313.0,0.0,0.07575757575757576,4.742424242424242
AZA-OMA,89,0.0,89.0,11.0,633.0,0.0,0.12359550561797752,7.112359550561798
AZA-PDX,13,0.0,13.0,3.0,99.0,0.0,0.23076923076923078,7.615384615384615
AZA-PIA,154,0.0,154.0,25.0,1897.0,0.0,0.16233766233766234,12.318181818181818
AZA-PSC,115,1.0,113.0,23.0,1990.0,0.008695652173913044,0.20353982300884957,17.61061946902655
AZA-PVU,637,9.0,625.0,253.0,23185.0,0.0141287284144427,0.4048,37.096
AZA-RAP,152,1.0,149.0,32.0,1587.0,0.006578947368421052,0.21476510067114093,10.651006711409396
AZA-RFD,139,1.0,138.0,6.0,432.0,0.007194244604316547,0.043478260869565216,3.130434782608696
AZA-SAN,24,0.0,24.0,4.0,213.0,0.0,0.16666666666666666,8.875
AZA-SBN,110,0.0,109.0,10.0,657.0,0.0,0.09174311926605505,6.027522935779817
AZA-SGF,156,0.0,156.0,27.0,3031.0,0.0,0.17307692307692307,19.42948717948718
AZA-SNA,1,0.0,1.0,0.0,4.0,0.0,0.0,4.0
AZA-SPI,25,0.0,25.0,5.0,236.0,0.0,0.2,9.44
AZA-STC,77,2.0,75.0,3.0,220.0,0.025974025974025976,0.04,2.933333333333333
AZA-TOL,45,0.0,45.0,1.0,69.0,0.0,0.022222222222222223,1.5333333333333334
AZA-TUL,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0
AZA-TVC,35,0.0,35.0,5.0,147.0,0.0,0.14285714285714285,4.2
AZA-XNA,54,0.0,54.0,15.0,740.0,0.0,0.2777777777777778,13.703703703703704
AZO-DTW,810,6.0,804.0,85.0,9067.0,0.007407407407407408,0.10572139303482588,11.277363184079602
AZO-ORD,54,0.0,54.0,15.0,1675.0,0.0,0.2777777777777778,31.01851851851852
BDL-ATL,2035,16.0,2016.0,260.0,24932.0,0.007862407862407862,0.12896825396825398,12.367063492063492
BDL-BNA,365,3.0,361.0,57.0,3765.0,0.00821917808219178,0.15789473684210525,10.429362880886426
BDL-BWI,1678,23.0,1655.0,244.0,16272.0,0.013706793802145411,0.1474320241691843,9.83202416918429
BDL-CLT,1625,7.0,1617.0,306.0,32698.0,0.0043076923076923075,0.18923933209647495,20.221397649969077
BDL-DCA,1896,36.0,1857.0,307.0,25449.0,0.0189873417721519,0.16532040926225094,13.704361873990306
BDL-DEN,593,7.0,585.0,104.0,6525.0,0.011804384485666104,0.17777777777777778,11.153846153846153
BDL-DFW,523,6.0,516.0,116.0,11063.0,0.011472275334608031,0.2248062015503876,21.439922480620154
BDL-DTW,1225,9.0,1215.0,166.0,19998.0,0.007346938775510204,0.13662551440329218,16.45925925925926
BDL-FLL,571,11.0,556.0,106.0,7590.0,0.01926444833625219,0.1906474820143885,13.651079136690647
BDL-IAD,694,11.0,682.0,86.0,6883.0,0.01585014409221902,0.12609970674486803,10.092375366568914
BDL-IAH,1,0.0,1.0,1.0,25.0,0.0,1.0,25.0
BDL-LAS,49,1.0,48.0,30.0,2045.0,0.02040816326530612,0.625,42.604166666666664
BDL-LAX,259,0.0,250.0,78.0,6624.0,0.0,0.312,26.496
BDL-LGA,702,12.0,690.0,114.0,10535.0,0.017094017094017096,0.16521739130434782,15.268115942028986
BDL-MCO,2185,37.0,2138.0,684.0,60942.0,0.016933638443935927,0.3199251637043966,28.504209541627688
BDL-MDW,674,13.0,657.0,119.0,8875.0,0.019287833827893175,0.1811263318112633,13.508371385083715
BDL-MIA,529,6.0,522.0,88.0,9623.0,0.011342155009451797,0.1685823754789272,18.43486590038314
BDL-MSP,861,7.0,853.0,106.0,10482.0,0.008130081300813009,0.1242672919109027,12.288393903868698
BDL-MYR,278,1.0,277.0,41.0,3416.0,0.0035971223021582736,0.148014440433213,12.332129963898916
BDL-ORD,1827,18.0,1807.0,385.0,30655.0,0.009852216748768473,0.21306032097399003,16.96458218040952
BDL-PBI,430,7.0,423.0,100.0,7488.0,0.01627906976744186,0.2364066193853428,17.70212765957447
BDL-PHL,503,5.0,497.0,49.0,5553.0,0.009940357852882704,0.09859154929577464,11.173038229376257
BDL-RDU,77,4.0,73.0,21.0,1691.0,0.05194805194805195,0.2876712328767123,23.164383561643834
BDL-RSW,212,1.0,211.0,51.0,4857.0,0.0047169811320754715,0.24170616113744076,23.018957345971565
BDL-SJU,1035,17.0,1016.0,475.0,38864.0,0.01642512077294686,0.4675196850393701,38.25196850393701
BDL-TPA,831,11.0,817.0,202.0,15903.0,0.013237063778580024,0.24724602203182375,19.46511627906977
BET-ANC,722,20.0,702.0,244.0,13306.0,0.027700831024930747,0.3475783475783476,18.954415954415953
BFF-DEN,607,20.0,586.0,65.0,6290.0,0.032948929159802305,0.11092150170648464,10.733788395904437
